"dimensions (lignes x colonnes)",400,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"nombre de générations",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Génération n°0",196,200,196,202,197,196,197,198,197,201,198,197,198,201,199,197,199,203,,,,,,,,,,,,,,,,,,,,,,,,,,
"Génération n°1",196,201,197,200,197,202,197,197,198,196,198,198,197,201,198,197,198,202,,,,,,,,,,,,,,,,,,,,,,,,,,
"Génération n°2",196,201,196,200,196,202,197,200,197,202,197,197,197,196,197,198,198,196,198,198,199,197,198,197,198,202,,,,,,,,,,,,,,,,,,
"Génération n°3",195,201,196,200,196,199,196,202,197,200,198,199,197,202,197,203,198,201,196,197,197,196,197,198,199,196,199,198,199,197,,,,,,,,,,,,,,
"Génération n°4",195,201,195,200,196,200,196,199,196,198,196,202,196,203,198,200,198,199,197,202,198,202,197,203,198,201,196,197,197,197,198,196,197,198,199,198,200,197,199,197,,,,
"Génération n°5",195,201,195,202,195,200,196,200,195,198,196,203,198,200,199,199,199,200,198,199,198,202,198,203,199,201,198,201,196,197,197,196,198,196,199,196,199,198,200,198,200,197,199,197
